Unnamed: 0,Tweet Posted Time (UTC),Tweet Content,Tweet Location
537193,06-05-2020,@PMOIndia @COVIDNewsByMIB @mygovindia @MP_MyGov @ChouhanShivraj @JansamparkMP @SrBachchan Inspired by PM Narendra Midi's call of innovation to fight #Covid19 we Successfully designed  developed and commissioned first UV oven of country for Mass scale vege,Madhya Pradesh
537194,06-05-2020,#MatKarForward fack news... #Corona #COVID19 pls... #StayHomeStaySafe #staysafe ....,Madhya Pradesh
537195,06-05-2020,SaveLIFE Foundation: 600 road crashes  140 death recorded during Covid-19 lockdown: SaveLife Foundation | India News ,Madhya Pradesh
537196,06-05-2020,A coronavirus survivor thanked the Choithram Hospital and Research Centre team at the intensive care unit that saved her life as her condition worsened. #IndiaFightsCorona #Warriors #COVID19 #Corona #FightAgainstCorona #CoronaWarriors #CoronaFighters #CHRC #ChoithramHospital,Madhya Pradesh
537197,06-05-2020,Prayers and lots of moral support from Choithram Hospital and Research Centre helps to defeat Corona Virus. #IndiaFightsCorona #Warriors #COVID19 #Corona #FightAgainstCorona #CoronaWarriors #CoronaFighters #CHRC #ChoithramHospital #Indore,Madhya Pradesh
537198,06-05-2020,COVID-19 ,Madhya Pradesh
537199,06-05-2020,"Great job""#COVID19: 5 promising vaccine candidates currently in trial"" ",Madhya Pradesh
537200,06-05-2020,Coronavirus survivor thanks Choithram hospital and Research Centre staff for their compassion. #IndiaFightsCorona #Warriors #COVID19 #Corona #FightAgainstCorona #CoronaWarriors #CoronaFighters #CHRC #ChoithramHospital #Indore,Madhya Pradesh
537201,06-05-2020,One more Corona Patient got cured by Choithram Hospital and Research Centre. And thanked Choithram Hospital for thier unbelievable efforts. #IndiaFightsCorona #Warriors #COVID19 #Corona #FightAgainstCorona #CoronaWarriors #CoronaFighters #CHRC #ChoithramHospital #Indore,Madhya Pradesh
537202,06-05-2020,"PPEâ (Personal Protective Equipments) for the staff dealing with the Corona positive or suspected patients. Kindly use"" PPE "" kits in all medical procedure.stay safe #Corona #COVID19 #StayAtHome #StayHome #IndiaFightsCorona #QuaratineLife #CoronaWillEndSoon #StayHomeStaySafe",Madhya Pradesh
537203,06-05-2020,What is the full form of COVID19? China Organized Virus in December 2019!! Its a Chinese virus and you should attack on china the world is will you take the revanch china killed millions Americans. @realDonaldTrump @usa @USATODAY @washingtonpost @USANEWSFIRST @USAnews_running,Madhya Pradesh
537204,06-05-2020,No covid-19 cure has been found as of yet  and what makes you say that madagascar does have a cure?,Madhya Pradesh
537205,06-05-2020,@SBICard_Connect From 17th Apr I am waiting for response. I know it takes some time due to COVID19 issues but I haven't receive anything.. Can u pls help me,Madhya Pradesh
537206,06-05-2020,Dragon is a monster who eats bats and snake ! #COVID19 #COVIDã¼19 #ChinaLiedPeopleaDied,Madhya Pradesh
537207,06-05-2020,All unwell #people should be tested for @Corona as early as possible to rule out the possibility of #Covid19..@IndoreTalk,Madhya Pradesh
537208,06-05-2020,I feel in @FaeroeIslands no new case or death from #Covid19 for last few days is some how related to its very high no of tests/ million population. @India should ALSO GO FOR THE SAME #STRATEGY  AGGRESSIVE SURVEY AT ONE GO AND TESTS. @PMOIndia  @drharshvardhan  @CMMadhyaPradesh,Madhya Pradesh
537209,06-05-2020,Indore municipal cooperation app adds feature to monitor COVID-19 patients in home isolation ,Madhya Pradesh
537210,06-05-2020,Listed life insurance companies sales (NEW PREMIUM) may drop 50to60% in current financial year due to covid19 and face huge redemption pressures in ULIP. @rndx1 @VikramKotak @Ajay_Bagga @dmuthuk @Iamsamirarora @LuckyInvest_AK @AEHarshada,Madhya Pradesh
537211,06-05-2020,Add a coat of protection against crack resistance to walls with Glimmers Luxury Emulsion. #fusionpaints #coloryourdreams #beautifulwalls #wallpaint #home #homedecor #homepainting #silkfinish #housepaint #colors #coloryourdreams #corona #stayhome #covid19 #safefromcorona,Madhya Pradesh
537212,06-05-2020,87% urban Indians give high ratings to Modi govt's handling of Covid-19 crisis: Survey https://timesofindia.indiatimes.com/india/87-urban-indians-give-high-ratings-to-modi-govts-handling-of-covid-19-crisis-survey/articleshow/75559494.cms,Madhya Pradesh
537213,06-05-2020,PM Modi discusses Covid-19 crisis with Portuguese PM https://timesofindia.indiatimes.com/india/pm-modi-discusses-covid-19-crisis-with-portuguese-pm/articleshow/75559333.cms,Madhya Pradesh
537214,06-05-2020,At present time of covid19 study suffering so everyone can join FREE PHYSICS TEST contact me by phone 9425691381 ,Madhya Pradesh
537215,06-05-2020,Five @countries who had more cases than India showed less no of death on 5th May'20 from #Covid19. Does it mean that in those countries #medical care is better than #India or its because of their seriousness on screening #tests in large no/ M pop?.,Madhya Pradesh
537216,06-05-2020,India is getting affected with covid 19 very badly day by day #sd97 #jaihind,Madhya Pradesh
537217,06-05-2020,They are still to test it on humans. Also  if it is true  then the days we were waiting for are here!!! And India will be the most happiest country if Israel have done so. #CoronaWillEndSoon #lockdown #COVID19 #vaccine,Madhya Pradesh
537218,06-05-2020,At the time when companies are firing their employees. We at Walkover are hiring. 25 interns join our Walkover family  virtually! Welcome and get ready for exciting ride. #COVID19India #COVID19 #GodMorningWednesday #WorkFromHome,Madhya Pradesh
537219,06-05-2020,R/Sir  We support to stay at home policy in COVID 19  but how to stay in that situation when your @officiald2h not working. I have filed the complaint but they need upfront payment when their system is not working  the most amazing thing is still they are deducting charges for,Madhya Pradesh
537220,06-05-2020,Debt is too much and April - July Is Earning Season That is Ruined Due To COVID 19 ( Most Profit For The Year Comes From This Season),Madhya Pradesh
537221,06-05-2020,@GautamGambhir it's not the right time for politics... plz corporate with the government in the time where country going through such pandemic #COVID19 ,Madhya Pradesh
537222,06-05-2020,How do we serve countrymen during this pandemic COVID-19 https://youtu.be/vT_LBBIZj1c via @YouTube,Madhya Pradesh
537223,06-05-2020,On top of doubling taxes  this Govt has also increased our national debt by borrowing almost $2.5 billion from World Bank & IMF  to fight Covid-19.,Madhya Pradesh
537224,06-05-2020,âWe have to learn to live with Covid-19â: Delhiâs deputy CM Manish Sisodia ,Madhya Pradesh
537225,06-05-2020,It is hilarious This is inhuman . He must be punished . And foolish people liking him appreciating him like really??#COVID19 #CoronaLockdown #stupidity #hedonism #whyspreadinghatred,Madhya Pradesh
537226,06-05-2020,Character is revealed when Pressure is applied #COVID19,Madhya Pradesh
537227,06-05-2020,Covid-19: Indore doubling rate slows to 17 days | Indore News - Times of India ,Madhya Pradesh
537228,06-05-2020,What more to expect  thanks a lot!@BJP4India @PMOIndia @ChouhanShivraj Thank you for all the love and support during these tough times. #CoronaUpdate #COVID19 #CoronavirusIndia,Madhya Pradesh
537229,06-05-2020,https://www.instagram.com/p/B_05BLHl2lE/?igshid=1err1k9zcvzv Position of washing machine in home #vastu #COVID19 #AstrologyFacts,Madhya Pradesh
537230,06-05-2020,It will go soon... May be the team is working with limited capacity due to covid19,Madhya Pradesh
555495,07-05-2020,This year is getting worst by worst everyday.Innocents dying everyday.Started with Australia wildfire turkey earthquake lack of death due to Corona virus 5 soldiers martyrd loss of legends like Irrfan Khan and rishi kapoor and now the vizag gas http://tragedy.RIP ,Madhya Pradesh
555496,07-05-2020,#coronavirus #IndoreUpdate May 7 #Covid_19 28 tested positive out of 372 reports received on Thursday  344 negative. 3 more deaths reported Total+ive 1827  death: 86 1313 more samples collected on Thursday #coronaupdatesindia @fpjindia,Madhya Pradesh
555497,07-05-2020,Backlogs are my loyal homies. They ain't leaving me whether it be face to face classes or online classes. #education #onlinelearning #coronavirus #coronavirusuk #Covid_19,Madhya Pradesh
555498,07-05-2020,@WHO Fuck you! You guys are so deep in China's ass you're spewing shit now. #Covid_19 #coronavirus #WHO,Madhya Pradesh
555499,07-05-2020,Brijesh ji  will you continue to count Corona virus patients? Don't you have any work.,Madhya Pradesh
555500,07-05-2020,How disorderly democracies can outperform efficient autocracies in tackling coronavirus ,Madhya Pradesh
555501,07-05-2020,Amozish India Foundation's mission is to transform lives through learning. To help minimize the impact of the coronavirus (COVID-19) outbreak on Indians. #AmozishIndia #COVID19 #SwasthaBharat #HealthForAll #CoronaOutbreak #IndiaFightsCorona #StayHomeStaySafe #CoronaVirus ,Madhya Pradesh
555502,07-05-2020,>At least 12 children from Hyderabad and surrounding areas have lost eyesight in one eye in the past 40-odd days since the coronavirus lockdown began. And no  this has nothing to do with Covid-19. This isn't even that much. Ramayan is popular all over the country. Why only Hyd?,Madhya Pradesh
555503,07-05-2020,I think the number of tests done in Madhya Pradesh are very low and the quality of medical department is also not very good. We need to speed up  or buckle up for something big. #MP #CoronavirusOutbreak #coronavirus @BJP4MP @ChouhanShivraj @OfficeofSSC @ABPNews @aajtak,Madhya Pradesh
555504,07-05-2020,Gujarat Govt has completely failed in controlling the spread of the Coronavirus in the State. The inefficiency of BJP &amp; the so called Gujarat Model has been exposed completely. @IYCGujarat #BJPFailsGujarat,Madhya Pradesh
555505,07-05-2020,Coronavirus worse for US than Pearl Harbor  9/11: Trump https://digitalgyani.in/coronavirus-worse-for-us-than-pearl-harbor-9-11-trump/,Madhya Pradesh
555506,07-05-2020,#coronavirusinindia After looking at high number of #coronavirus cases in MP and unable to blame @INCIndia   Modiji to Shivraj :-,Madhya Pradesh
555507,07-05-2020,#coronavirus has changed our conventional work process drastically. This 'new normal' can be well adjusted to by using a variety of different innovative #tech like #AI  #IoT #BigData  etc. #techtrends #TechNews #innovation #Automation #ML #DL #ML #BusinessNews,Madhya Pradesh
555508,07-05-2020,For more latest news subscribe our youtube channel https://m.youtube.com/channel/UCh3ONvwCmztNMIN78ilu_nA/ and press bell icon #covid19 #lockdown #lockdownindia #coronaupdate #coronavirus #indiafightagainstcorona #fightcirona #homequrantine #stayhome #coronaupdateinindia #lockdownnews #Lockdown3 #mpnews #india,Madhya Pradesh
555509,07-05-2020,For more latest news subscribe our youtube channel https://m.youtube.com/channel/UCh3ONvwCmztNMIN78ilu_nA/ and press bell icon #covid19 #lockdown #lockdownindia #coronaupdate #coronavirus #indiafightagainstcorona #fightcirona #homequrantine #stayhome #coronaupdateinindia #lockdownnews #Lockdown3 #mpnews #indian,Madhya Pradesh
555510,07-05-2020,For more latest news subscribe our youtube channel https://m.youtube.com/channel/UCh3ONvwCmztNMIN78ilu_nA/ and press bell icon #covid19 #lockdown #lockdownindia #coronaupdate #coronavirus #indiafightagainstcorona #fightcirona #homequrantine #stayhome #coronaupdateinindia #lockdownnews #Lockdown3 #mpnews #india,Madhya Pradesh
555511,07-05-2020,@IndoreCollector  @jdjsindore  @comindore  @iShankarLalwani The district administration is Gurugram laid out guidelines for residential complexes as part of its fight against Coronavirus. The move is welcome  Hope Indore will also get its own. . ,Madhya Pradesh
555512,07-05-2020,Zehntech Offers Telemedicine Solutions Like Online Appointment Booking and Management System  Video Calling App For Online Consultation  #CRM System  #ERP System  Prescription Management #zehntech #telemedecine #healthcareinnovation #healthcaretransformation #coronavirus #covid19,Madhya Pradesh
555513,07-05-2020,Try to Find Medicine in Ayurveda Which can boost our immune system.If Immunity is strong we can easily fight corona Virus.The antibodies will not allow Virus to grow in our body .This will help in eradication of Corona Virus from our country. Ayurveda can be turning point for us.,Madhya Pradesh
